Seq,Unit,Dropout,LR,Batch Size,Epoch,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
6,[64],0.1,0.002,32,16,77.75643873,16.07312856,4.29614404,0.01710532,0.87682548,15.18250974,4.27864004,0.00977264,0.26011556
6,[64],0.1,0.004,32,12,74.81938148,16.076187,4.32753881,0.01716358,0.8767786,14.97223781,3.48633802,0.00856257,0.28046787
6,"[64, 32]",0.6,0.002,32,9,63.09051061,18.9974789,9.09254339,0.02549911,0.8279273,15.0881102,3.28541269,0.00826845,0.26928764
6,"[64, 32]",0.6,0.004,32,11,75.63202214,17.52522023,6.75820827,0.0213289,0.85356429,15.14670201,4.13674512,0.00955552,0.26360146
6,"[64, 32]",0.1,0.002,32,18,123.00345373,15.90818114,4.29426362,0.01693985,0.87934062,15.1059479,3.41957995,0.00847163,0.26755888
6,"[64, 32]",0.1,0.004,32,12,83.14606595,16.12022151,4.2532376,0.01705855,0.87610264,15.07949675,3.98202772,0.00932364,0.2701217
12,"[8, 4]",0.6,0.002,32,6,38.01361203,21.44054771,10.67541816,0.02704045,0.78078795,19.14983558,12.32387721,0.02202159,-0.17348116
12,"[8, 4]",0.6,0.004,32,6,41.70616794,21.00933976,10.05059869,0.02590875,0.78951678,19.50170208,13.3312537,0.02350896,-0.21700135
12,"[8, 4]",0.1,0.002,32,11,66.62888622,16.95499295,6.49239351,0.02060708,0.86291564,15.30294761,5.15372374,0.0111088,0.25063017
12,"[8, 4]",0.1,0.004,32,8,58.53721857,16.59035956,5.21137444,0.01856346,0.8687485,14.9443606,2.87159781,0.00765926,0.28533798
12,"[16, 8]",0.6,0.002,32,14,90.14642501,21.92264636,12.61507317,0.03153138,0.77081899,14.9639395,3.7778965,0.00902133,0.28346417
12,"[16, 8]",0.6,0.004,32,19,121.66939592,20.47798299,11.12419791,0.02897379,0.800029,15.26463283,5.06340817,0.01099062,0.25437794
12,"[16, 8]",0.1,0.002,32,11,73.86067104,16.69063632,5.88396451,0.0196042,0.86715707,15.07356209,4.22232994,0.00969648,0.27292734
12,"[16, 8]",0.1,0.004,32,14,93.78832221,16.24821356,4.87732142,0.01801803,0.87410633,15.00102626,3.67276877,0.00886403,0.27990803
12,[128],0.6,0.002,32,16,73.91408753,16.26868428,5.27969855,0.01864447,0.87378891,15.06726849,3.65489633,0.00883416,0.27353436
12,[128],0.6,0.004,32,8,37.575248,16.76302348,5.50812752,0.01923278,0.86600229,15.20307817,4.47605212,0.0100819,0.26037926
12,[128],0.1,0.002,32,11,52.0332849,16.23115413,4.57825694,0.0175585,0.87437055,15.15552142,4.35009425,0.0098557,0.26499924
12,[128],0.1,0.004,32,11,52.08877039,16.27495079,4.9553168,0.01818722,0.87369166,15.07722164,4.32604479,0.00983645,0.27257426
12,"[32, 16]",0.6,0.002,32,8,53.22928214,18.01062584,7.49963384,0.02254396,0.84531426,15.12267211,3.78985932,0.00904656,0.26818199
12,"[32, 16]",0.6,0.004,32,12,81.79768038,19.98155181,10.48348126,0.02775369,0.80960695,15.04420311,4.10112443,0.00951265,0.27575684
12,"[32, 16]",0.1,0.002,32,8,49.95061469,16.47472392,4.91576938,0.01823627,0.87057179,14.99101132,3.1163803,0.00802065,0.2808692
12,"[32, 16]",0.1,0.004,32,10,61.74388623,16.47894383,5.20363522,0.0186086,0.87050547,15.04482448,4.01206558,0.00936412,0.27569702
12,[64],0.6,0.002,32,15,68.45484734,16.26267691,4.58335618,0.0175847,0.8738821,15.13960562,4.00117994,0.00936926,0.26654217
12,[64],0.6,0.004,32,8,38.0708797,16.79063968,5.53966802,0.01913398,0.86556042,15.10117292,3.62551144,0.00878767,0.27026129
12,[64],0.1,0.002,32,8,37.90310955,16.47198672,4.78568557,0.01795232,0.87061479,15.10821451,4.16810189,0.00958306,0.26958058
12,[64],0.1,0.004,32,7,33.10365701,16.86942527,5.73247434,0.01965224,0.86429581,15.19302199,4.66598549,0.01035245,0.26135739
12,"[64, 32]",0.6,0.002,32,9,54.90613556,18.58305111,8.31720547,0.02396791,0.83532536,15.05046376,3.81614819,0.00905714,0.27515393
12,"[64, 32]",0.6,0.004,32,8,51.24844027,18.15135181,7.45308006,0.02249526,0.84288754,14.989569,3.02841228,0.00787898,0.28100757
12,"[64, 32]",0.1,0.002,32,9,60.26993608,16.38202273,4.84903609,0.01811298,0.87202424,15.06744092,3.86694126,0.00914393,0.27351773
12,"[64, 32]",0.1,0.004,32,14,89.7905612,16.08545072,5.15924319,0.01834489,0.87661592,15.12624752,4.69574638,0.01041347,0.2678359
24,"[8, 4]",0.6,0.002,32,8,61.13249469,21.60131008,11.31075982,0.02809881,0.77745564,19.30933618,12.7989676,0.02269352,-0.18578842
24,"[8, 4]",0.6,0.004,32,17,123.1709373,23.99878082,13.68810394,0.03202378,0.72531511,18.03520114,10.07432328,0.01851449,-0.03446189
24,"[8, 4]",0.1,0.002,32,20,144.4318316,16.58793421,5.31239491,0.0185846,0.86876762,15.94893436,6.93717337,0.01385197,0.19102359
24,"[8, 4]",0.1,0.004,32,10,72.50727391,17.30945239,6.84519735,0.02093057,0.85710302,16.41419329,8.36980426,0.01600393,0.14313658
24,"[16, 8]",0.6,0.002,32,14,99.93607163,24.6202535,15.52503412,0.0363574,0.71090442,15.77933106,6.51250691,0.01319711,0.20813765
24,"[16, 8]",0.6,0.004,32,6,44.43466496,23.03437006,13.82909713,0.03156867,0.7469484,19.86802764,13.83642222,0.02427045,-0.25539972
24,"[16, 8]",0.1,0.002,32,13,95.00147104,16.55674708,5.44952631,0.01912065,0.86926062,15.11780284,3.54526435,0.00870193,0.2731415
24,"[16, 8]",0.1,0.004,32,22,161.33182836,16.267229,4.83747031,0.01779551,0.87379296,15.42905749,5.36252385,0.01144123,0.24290337
24,[128],0.6,0.002,32,18,98.70715404,16.15454274,4.71413994,0.01776307,0.87553543,15.24586579,3.91401721,0.00925482,0.26077491
24,[128],0.6,0.004,32,10,55.46155334,16.30315895,4.80476252,0.01789878,0.87323483,15.34232175,4.90602364,0.01076998,0.25139161
24,[128],0.1,0.002,32,11,65.27145052,16.86913665,6.89607512,0.02125624,0.86428054,15.21849437,4.21461919,0.00970351,0.26342683
24,[128],0.1,0.004,32,13,71.51293063,15.91018662,5.22503782,0.01720989,0.87927229,15.17339796,3.44932158,0.00856165,0.26778569
24,"[32, 16]",0.6,0.002,32,9,65.01547837,20.3867048,10.2325422,0.02638285,0.80177863,16.51643763,8.04887241,0.01549715,0.13242849
24,"[32, 16]",0.6,0.004,32,13,99.20971537,24.71587861,15.07431814,0.03510492,0.70865437,16.26430671,7.51560798,0.01468749,0.15871407
24,"[32, 16]",0.1,0.002,32,13,95.76134896,16.21947402,4.83299702,0.01802435,0.87453288,15.23911239,4.32916682,0.00988293,0.26142966
24,"[32, 16]",0.1,0.004,32,12,90.36646867,16.2131115,4.84147102,0.01798011,0.87463129,15.17129105,4.02997688,0.00942872,0.26798902
24,[64],0.6,0.002,32,16,91.61180973,18.79877843,9.00434946,0.02532965,0.83145508,15.37024574,4.94472921,0.0108161,0.2486641
24,[64],0.6,0.004,32,12,68.75004244,16.31615531,4.61181137,0.01761125,0.87303265,15.25981302,4.34923756,0.00992131,0.25942177
24,[64],0.1,0.002,32,17,99.96528244,15.73411692,4.67894283,0.01645933,0.88192957,15.24787894,3.59453799,0.00876923,0.26057967
24,[64],0.1,0.004,32,15,85.65536904,15.78332167,4.88006414,0.01746128,0.88118994,15.15245685,3.72971975,0.00898102,0.26980538
24,"[64, 32]",0.6,0.002,32,15,113.03926587,21.63909861,12.47876164,0.03128929,0.77667634,15.16934919,3.90248485,0.00922108,0.26817639
24,"[64, 32]",0.6,0.004,32,10,78.4744277,19.58731184,9.80818984,0.02640221,0.81701897,15.41627195,5.47715237,0.01160436,0.24415761
24,"[64, 32]",0.1,0.002,32,12,91.36368108,16.14301027,4.65232523,0.01763335,0.87571307,15.29987592,4.4341376,0.01004147,0.25552806
24,"[64, 32]",0.1,0.004,32,7,56.29686666,16.76315743,5.72708864,0.01935483,0.86598048,15.21545034,4.4100321,0.00998444,0.26372147
