learning_rate,n_estimators,max_depth,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
0.1,100,7,2.601,8.44832672,2.70189911,0.00741506,0.96372607,15.57158961,3.12136411,0.00797499,0.22037364
0.1,100,8,5.9128,7.07047797,2.37915714,0.00623665,0.97459315,15.92013231,4.17625386,0.00957489,0.18508191
0.1,100,9,4.7364,5.79818998,2.06834724,0.00511028,0.98291409,15.49113428,3.24328012,0.00817669,0.22840918
0.1,200,1,2.2402,16.35439779,4.2475435,0.01539617,0.86406779,15.08777459,3.71822495,0.00890691,0.26806757
0.1,200,2,1.9653,15.76091266,3.95841,0.01438759,0.87375448,15.13822396,3.94541914,0.00925195,0.26316463
0.1,200,3,2.3633,14.6422231,3.75688671,0.01319431,0.89103995,16.28954723,3.99743308,0.00931257,0.14682398
0.1,200,4,2.3249,12.5196387,3.45848729,0.01112085,0.92034063,16.91425239,4.14374175,0.0095241,0.08013048
0.1,200,5,2.7732,10.54455629,3.16710599,0.00932854,0.94349201,15.35445151,3.06747409,0.00791374,0.24196505
0.1,200,6,3.4406,8.49996145,2.79123762,0.00750695,0.96328131,17.28074766,4.08532561,0.00942338,0.03983544
0.1,200,7,5.1494,6.0749286,2.33230035,0.00552836,0.9812442,15.88927442,3.41073424,0.00842005,0.18823795
0.1,200,8,8.8469,5.01858066,1.98922875,0.00463353,0.98719985,16.063589,4.5390186,0.0101276,0.17032925
0.1,200,9,8.0573,3.82914607,1.62660779,0.00359822,0.99254827,15.7032366,3.75863866,0.00896737,0.20713552
0.1,500,1,3.3925,16.23037637,4.16254058,0.01522529,0.86612162,15.14624816,3.90530279,0.00918847,0.26238328
0.1,500,2,4.1191,15.16212265,3.85453644,0.0137587,0.88316492,18.83888899,5.78839794,0.01202053,-0.14111966
0.1,500,3,5.4638,12.94126902,3.57755685,0.01145895,0.91488483,22.79024619,5.38186316,0.01137411,-0.67000837
0.1,500,4,7.8817,9.88743731,3.14913642,0.00893931,0.95031552,23.26702207,5.68715035,0.01183745,-0.74061298
0.1,500,5,6.4525,7.13720625,2.66701283,0.00645148,0.97411133,18.33363432,4.15961571,0.00954743,-0.08073134
0.1,500,6,8.3101,5.05871233,2.15806179,0.0047607,0.98699432,18.15382909,4.9671097,0.0107734,-0.05963696
0.1,500,7,11.9699,3.33962455,1.58683448,0.00318112,0.99433176,16.78054373,4.61307404,0.01026158,0.0946163
0.1,500,8,17.6022,2.17179496,1.12269217,0.0021382,0.99760287,16.45705034,5.24733821,0.01121222,0.12918759
0.1,500,9,23.1801,1.3536072,0.71924475,0.00133668,0.99906881,16.13364624,4.66777561,0.01035952,0.16307667
0.1,1000,1,6.6527,16.1614153,4.14023753,0.01512263,0.86725687,15.16041275,3.950827,0.00925974,0.26100302
0.1,1000,2,7.4556,14.51061246,3.79426814,0.01283279,0.89298991,19.60018972,5.65956546,0.01182241,-0.23521104
0.1,1000,3,8.8937,11.14165263,3.38072597,0.00997896,0.93691117,23.64270374,5.61736549,0.01173246,-0.79727649
0.1,1000,4,12.7797,7.52160501,2.76704893,0.00699598,0.97124759,23.81704322,6.36074213,0.01287246,-0.82388018
0.1,1000,5,13.6053,4.69637405,2.09652941,0.00442942,0.9887907,18.46739469,4.68961848,0.01036148,-0.09655868
0.1,1000,6,20.2259,2.96779013,1.49377841,0.00291088,0.9955237,18.4323481,5.65829871,0.01183482,-0.09240063
0.1,1000,7,23.7253,1.55596805,0.8568079,0.00157115,0.99876958,16.95880071,4.91947589,0.01073358,0.07527864
0.1,1000,8,36.4439,0.75327068,0.43603785,0.00075875,0.99971163,16.74716596,5.88365457,0.01218793,0.09821447
0.1,1000,9,54.6367,0.30599037,0.18151057,0.00031139,0.99995242,16.22621067,4.84318853,0.01062789,0.15344567
0.1,2000,1,17.7424,16.10245018,4.13458709,0.01513013,0.86822374,15.1670129,3.9317459,0.00923332,0.26035943
0.1,2000,2,17.9352,13.6652452,3.76242128,0.01191428,0.90509521,30.98653317,7.71923415,0.01489605,-2.08721299
0.1,2000,3,20.0068,9.04793631,3.11832005,0.00831411,0.95839435,25.31961028,6.65943006,0.01331556,-1.06126889
0.1,2000,4,22.5521,5.27647975,2.2654856,0.00495476,0.98585048,24.9947438,7.38829397,0.01443747,-1.00871348
0.1,2000,5,28.2409,2.71600827,1.41949125,0.0027087,0.996251,18.75450268,5.69089015,0.0119023,-0.13091957
0.1,2000,6,37.9433,1.33767541,0.76146267,0.00136763,0.9990906,19.36713119,7.69182165,0.0149488,-0.20601082
0.1,2000,7,56.709,0.48190164,0.2860565,0.00049117,0.99988198,17.18774116,5.37428707,0.01143421,0.05014301
0.1,2000,8,79.022,0.13506224,0.08288346,0.0001383,0.99999073,16.80192901,5.99265346,0.01235667,0.09230717
0.1,2000,9,113.8299,0.02513808,0.01545675,2.564e-05,0.99999968,16.23974524,4.86435991,0.01066129,0.15203283
0.1,3000,1,19.7279,16.06821184,4.13427947,0.01510961,0.86878353,15.18833315,3.94676874,0.00925737,0.25827854
0.1,3000,2,23.7195,13.13704636,3.7193855,0.01136961,0.91229008,34.814544,8.62651052,0.01626122,-2.89710437
0.1,3000,3,29.3711,7.91687267,2.91864568,0.00746529,0.96814625,25.39573696,7.01249714,0.01385221,-1.07368246
0.1,3000,4,34.8796,4.12988494,1.91162943,0.00390826,0.9913318,25.10796415,7.92619474,0.01525492,-1.0269527
0.1,3000,5,43.4908,1.81337147,1.00273726,0.00182056,0.99832881,19.37816714,6.72922021,0.01350313,-0.20738565
0.1,3000,6,58.4526,0.71744852,0.42426237,0.00073636,0.9997384,19.76333183,8.18913139,0.01571019,-0.25585917
0.1,3000,7,83.9454,0.18126293,0.11121762,0.00018781,0.9999833,17.22357206,5.4531436,0.01155517,0.04617859
0.1,3000,8,122.0311,0.03194233,0.01978812,3.271e-05,0.99999948,16.80182683,5.99384101,0.01235833,0.09231821
0.1,3000,9,174.4175,0.00286641,0.00182961,3e-06,1.0,16.24042419,4.86501068,0.01066232,0.15196193
0.2,50,1,0.6212,16.65762429,4.9026829,0.0165292,0.85898043,15.33637915,3.80837135,0.00903671,0.24374843
0.2,50,2,0.6263,16.03733331,4.18121704,0.01479584,0.86928736,15.14541073,3.5606328,0.00866603,0.26246485
0.2,50,3,0.9329,15.42020342,3.92348414,0.01386421,0.87915367,15.00910588,3.58430358,0.00869984,0.27568037
