Seq,Unit,Dropout,LR,Batch Size,Epoch,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
36,"[16, 8]",0.2,0.002,32,11,86.43007708,16.85060369,6.89422602,0.01962618,0.86367059,15.09152414,3.24634611,0.00826744,0.28013841
36,[128],0.4,0.0001,32,20,118.1362927,16.0737776,4.73786384,0.01580047,0.87595064,15.60812611,4.72387194,0.01053188,0.23001135
36,[128],0.4,0.0005,32,18,116.37715411,15.7708905,4.23049821,0.01497314,0.88058165,15.45269172,4.37217653,0.00998196,0.24527093
36,[128],0.4,0.002,32,17,104.2452035,15.6968049,4.13454375,0.01482815,0.88170098,15.27453353,4.11284195,0.0095791,0.26257356
36,[128],0.2,0.0001,32,24,154.78507304,15.86697937,4.39151574,0.01525614,0.87912203,15.84219146,5.38553006,0.01154037,0.2067441
36,[128],0.2,0.0005,32,9,58.84185743,15.99009425,4.53897313,0.01550953,0.87723893,15.49720273,4.69142475,0.01048089,0.24091672
36,[128],0.2,0.002,32,14,92.11283517,15.7405427,4.28364396,0.01509336,0.8810408,15.46043431,4.73453651,0.01051838,0.24451443
36,"[32, 16]",0.4,0.0001,32,34,275.50938463,16.55847395,5.73404828,0.01733434,0.86835655,15.7177043,4.91276101,0.01083175,0.21916185
36,"[32, 16]",0.4,0.0005,32,19,149.30510807,18.85337497,9.6448977,0.02430518,0.829338,15.22884266,4.06241674,0.00949678,0.2669787
36,"[32, 16]",0.4,0.002,32,7,55.15408659,17.17889539,7.35775843,0.02030439,0.85830677,15.36793936,4.07651823,0.00953019,0.25352706
36,"[32, 16]",0.2,0.0001,32,40,317.08699465,16.17532236,5.02940421,0.01621956,0.87437834,15.6468176,5.02057672,0.01097225,0.22618912
36,"[32, 16]",0.2,0.0005,32,15,120.92059135,16.14069158,4.91151319,0.01599017,0.87491567,15.45526728,4.71285952,0.01049705,0.24501933
36,"[32, 16]",0.2,0.002,32,16,124.72923303,16.23811168,5.7255224,0.01756853,0.87340117,15.28094345,4.0477984,0.00948401,0.26195451
36,[64],0.4,0.0001,32,40,246.06797147,16.01001232,4.81006764,0.01590905,0.8769329,15.5283334,4.5828955,0.01030717,0.23786398
36,[64],0.4,0.0005,32,17,105.46106291,16.09223667,5.22549946,0.01670799,0.87566556,15.50059164,4.68914095,0.01046604,0.2405847
36,[64],0.4,0.002,32,13,79.18758297,15.87905631,4.4649268,0.01537324,0.87893795,15.26252627,3.9638991,0.00934871,0.26373248
36,[64],0.2,0.0001,32,31,177.2045722,15.93234555,4.49578882,0.01540582,0.87812404,15.70539394,5.2684956,0.01136287,0.2203845
36,[64],0.2,0.0005,32,16,92.32020903,15.82231418,4.3721623,0.01525385,0.87980161,15.44883501,4.6207807,0.01034807,0.24564762
36,[64],0.2,0.002,32,7,40.64583802,16.16085004,4.79848944,0.01597558,0.87460303,15.23847607,4.14670984,0.00961932,0.26605102
36,"[64, 32]",0.4,0.0001,32,36,289.18435907,16.27125689,5.28618962,0.01664855,0.87288382,15.73962362,4.84910691,0.01073166,0.21698248
36,"[64, 32]",0.4,0.0005,32,18,140.39420414,17.17625076,7.4881838,0.02044159,0.85835039,15.59844469,5.2231831,0.0112675,0.23096627
36,"[64, 32]",0.4,0.002,32,10,78.38708401,16.96391238,6.50850158,0.01872364,0.86183098,15.26828775,4.46684746,0.01009888,0.2631765
36,"[64, 32]",0.2,0.0001,32,34,275.29674435,16.08908897,5.19555133,0.01664549,0.87571419,15.63810559,4.75272902,0.01059051,0.22705058
36,"[64, 32]",0.2,0.0005,32,13,108.67959857,15.91921548,4.54590047,0.01553689,0.87832483,15.38927104,4.32053389,0.0099143,0.25145331
36,"[64, 32]",0.2,0.002,32,17,134.7730608,15.78057744,4.59519385,0.01553509,0.8804349,15.38427276,4.62220364,0.01035492,0.25193948
