Seq,Unit,Dropout,LR,Batch Size,Epoch,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
48,[128],0.2,0.002,32,10,62.66133475,15.85365817,4.15286402,0.01489534,0.87936128,15.30734354,3.74703113,0.00903029,0.26400253
48,"[32, 16]",0.4,0.0001,32,40,337.58750772,16.93410265,6.50864505,0.01862192,0.86235764,15.89237743,5.6052821,0.01188724,0.20666903
48,"[32, 16]",0.4,0.0005,32,15,124.01629853,17.6101995,7.78133458,0.02096147,0.85114745,15.46386471,4.69657596,0.01049211,0.24887408
48,"[32, 16]",0.4,0.002,32,8,66.69104266,16.98069028,6.61270179,0.01883321,0.86159926,15.49962509,5.00530764,0.01093847,0.24539609
48,"[32, 16]",0.2,0.0001,32,35,290.95035529,16.34047314,5.57651162,0.01716599,0.87183867,15.71029199,4.58789515,0.01036522,0.22474392
48,"[32, 16]",0.2,0.0005,32,19,166.37322044,16.10418346,5.27662133,0.01674811,0.8755184,15.50802565,4.50734849,0.01021634,0.2445779
48,"[32, 16]",0.2,0.002,32,15,131.49933147,16.72315056,6.87232837,0.01947351,0.86576556,15.31119622,4.41509003,0.0100513,0.263632
48,[64],0.4,0.0001,32,23,149.87453628,16.26896749,5.29283429,0.01672217,0.87295788,15.72551457,4.71219412,0.01052049,0.22324082
48,[64],0.4,0.0005,32,13,80.51417875,16.02137243,4.58200443,0.01551075,0.87679533,15.45299609,3.96181788,0.00938607,0.24992955
48,[64],0.4,0.002,32,10,59.00687575,16.04977753,4.56813456,0.01558166,0.87635807,15.23247115,3.52031327,0.00869431,0.27118485
48,[64],0.2,0.0001,32,29,175.1527245,15.94201031,4.49791435,0.01541275,0.8780129,15.66432335,4.49242136,0.01022179,0.22927412
48,[64],0.2,0.0005,32,23,133.77025461,15.64694568,4.14666544,0.01480199,0.88248674,15.54203799,4.45583219,0.01014822,0.24126067
48,[64],0.2,0.002,32,16,100.1057353,15.64932588,4.02809374,0.01463136,0.88245098,15.33863466,3.68662793,0.00896015,0.26099041
48,"[64, 32]",0.4,0.0001,32,23,180.65347719,16.58502525,5.72284712,0.01733912,0.86797383,16.03721815,5.39414382,0.01157892,0.19214254
48,"[64, 32]",0.4,0.0005,32,21,170.5787704,16.29570254,5.82491513,0.01769821,0.87254,15.42221515,4.23795254,0.00980541,0.25291472
48,"[64, 32]",0.4,0.002,32,13,104.83138895,15.94767177,4.69743087,0.01572314,0.87792624,15.29390019,3.91098545,0.00928994,0.26529471
48,"[64, 32]",0.2,0.0001,32,40,328.04845166,16.12536912,5.43351281,0.01699176,0.87519067,15.62750784,4.5876073,0.01036178,0.2328927
48,"[64, 32]",0.2,0.0005,32,17,144.67560244,16.11637992,5.49377358,0.01719265,0.87532978,15.50245215,4.40449278,0.01007241,0.24512079
48,"[64, 32]",0.2,0.002,32,19,157.69420695,16.08375674,5.5998595,0.0173899,0.87583399,15.29344379,3.71781206,0.00901333,0.26533856
