sequence_length,lstm_units,dropout_rate,learning_rate,batch_size,epochs,train_rmse,train_r2,val_rmse,val_r2,test_rmse,test_r2,test_mae,test_mape,epochs_trained,final_train_loss,final_val_loss,best_val_loss
36,[48],0.6,0.0005,32,40,15.227094334286745,0.8926490670913282,22.51739243151388,0.6812808850150435,24.581073964158023,0.2382575013991075,4.3839338007248605,1.9429893483750176,13,0.08185809850692749,0.17065145075321198,0.16761420667171478
36,[48],0.7,0.0005,32,40,15.834452136612818,0.8839145392067861,22.673207704041218,0.6768546950443124,24.531818278730835,0.2413072100820005,4.266082683573245,1.9273720899248665,16,0.08750803768634796,0.17133168876171112,0.16994191706180573
36,[48],0.8,0.0005,32,40,17.760366914746005,0.8539587256932789,23.309227124474994,0.6584709385835157,24.88142662594026,0.21952852542658596,5.087606034566724,2.0534099567830553,10,0.10601112991571426,0.18306854367256165,0.17961005866527557
48,[32],0.4,0.0005,32,40,14.512238974434803,0.9025275137640949,22.49508761702539,0.6819994915046361,24.647420813452253,0.23875847222457502,4.423142690507192,1.9634619545250358,14,0.07704156637191772,0.16757060587406158,0.16728226840496063
48,[32],0.5,0.0005,32,40,15.185504808224666,0.8932736471973334,22.715401332581266,0.6757400847368686,24.77820769785391,0.23065826914838117,4.757561819893973,2.0168692247798274,11,0.08423877507448196,0.17160427570343018,0.17057502269744873
48,[32],0.6,0.0005,32,40,15.387580795579717,0.8904142980910407,22.75436896009145,0.6746266130926576,24.8308710631423,0.22738449072263045,4.3840331627578335,1.960307989357097,13,0.08755680918693542,0.17308704555034637,0.1711607724428177
48,[32],0.7,0.0005,32,40,16.326121957173886,0.8766386044271411,23.20561384062155,0.6615936075006837,25.06999725872225,0.2124319577270667,6.248168582007999,2.229863007406668,10,0.10178492218255997,0.17947828769683838,0.17801667749881744
48,[32],0.8,0.0005,32,40,19.51177758071054,0.8237996062791155,24.247011051365764,0.6305387824224545,26.360281842474944,0.12927781286594264,10.393333515792927,2.8305917527141875,9,0.12066832184791565,0.217543825507164,0.1943528652191162
48,[64],0.4,0.0005,32,40,14.171835095388102,0.907046578230723,22.465380939855386,0.6828388303856889,24.74128710439212,0.23294926546433936,4.581762687239067,1.9931235794357953,17,0.07189526408910751,0.16694732010364532,0.1668117493391037
48,[64],0.5,0.0005,32,40,14.338813393833002,0.9048432442725803,22.419524356943093,0.6841322946627859,24.646599289128467,0.23880921733205018,4.726467960095279,2.0123588839870803,21,0.07311155647039413,0.16771112382411957,0.16616034507751465
48,[64],0.6,0.0005,32,40,14.765034135826905,0.8991021035987837,22.487802675299427,0.682205424470935,24.751252153360756,0.2323312509346116,4.938278117507854,2.044667405809084,18,0.07725723832845688,0.16822323203086853,0.16717396676540375
48,[64],0.7,0.0005,32,40,15.09030231468645,0.8946076515740956,22.573958679689845,0.6797656698497159,24.62696212985271,0.24002169047764854,4.803355706431878,2.014718718723855,18,0.08065661787986755,0.17042073607444763,0.16845737397670746
48,[64],0.8,0.0005,32,40,16.163184914601388,0.8790886461293296,23.046341723426124,0.6662229817247922,24.858543257165305,0.22566148395176633,5.45519700630632,2.108684895436287,14,0.09313812106847763,0.18139196932315826,0.17558149993419647
48,[48],0.4,0.0005,32,40,14.260392973382109,0.9058812418719089,22.402484050892507,0.684612272450478,24.725389990382364,0.2339346608831272,4.421876937624008,1.9672784276280473,19,0.07429394870996475,0.1660357415676117,0.1659078150987625
48,[48],0.5,0.0005,32,40,14.56195431419708,0.9018585366106283,22.516206541123072,0.6814021183175423,24.75081653448153,0.2323582724408545,4.575260465107267,1.9901875657493708,15,0.0780835673213005,0.16777120530605316,0.16751371324062347
48,[48],0.6,0.0005,32,40,14.803351546263828,0.8985777346500007,22.542713359741946,0.6806515489778908,24.702677163935224,0.2353414348492805,4.532149097906849,1.9802927369804422,14,0.08173210918903351,0.1683444082736969,0.1679738312959671
48,[48],0.7,0.0005,32,40,15.562763644979954,0.8879048958954229,22.71872116660532,0.6756452972622835,24.726911545949882,0.23384037344442077,4.5440812287507235,1.9815515103663706,13,0.08790482580661774,0.17515778541564941,0.17062486708164215
48,[48],0.8,0.0005,32,40,17.089247706117924,0.8648366052901025,23.00075148960804,0.6675422298201643,24.93474175177477,0.2209070733844931,5.632696565496858,2.140651559488007,14,0.09863799810409546,0.1839078962802887,0.17488744854927063
60,[32],0.4,0.0005,32,40,14.568483778279395,0.9017950589885272,22.420950565031827,0.6841790263314205,24.631351756048225,0.23558104015274028,4.627252807617188,1.9998709849513205,17,0.07648283988237381,0.16659793257713318,0.1661815047264099
60,[32],0.5,0.0005,32,40,15.264252661856592,0.8921908252010848,22.552997301566688,0.680448057591311,24.65190618447037,0.2343047195735819,4.345085367838542,1.9578742499076232,17,0.08178000897169113,0.1686861217021942,0.16814464330673218
60,[32],0.6,0.0005,32,40,16.37853689127355,0.8758762647864115,23.199104559161704,0.6618764886121773,24.76531031211026,0.22724378643403387,4.45931591796875,1.9767441013961125,10,0.09116104245185852,0.18088877201080322,0.17791689932346344
60,[32],0.7,0.0005,32,40,16.015816481803252,0.8813130970960424,22.883986947754895,0.6709996888718308,24.86507147031752,0.22100551803466717,6.031541829427083,2.1992396386923243,11,0.09791158139705658,0.1788197010755539,0.1731162816286087
60,[32],0.8,0.0005,32,40,19.32605657210304,0.8271811453058399,23.9317722086444,0.6401821976411687,26.38029123042727,0.12317256689394807,10.424853515625,2.8533156541598723,8,0.1216566413640976,0.21925680339336395,0.18933212757110596
60,[64],0.4,0.0005,32,40,14.25914998906953,0.9059211707498637,22.42032226482944,0.6841967265266731,24.685464735419234,0.23221862419683803,4.273996541341146,1.9511247092034052,17,0.0725313127040863,0.166494220495224,0.16617219150066376
60,[64],0.5,0.0005,32,40,14.32400433738573,0.9050634342653336,22.40192553048086,0.6847147712986429,24.680700406030972,0.23251496136655836,4.361317220052084,1.9646298904384376,15,0.07410982996225357,0.16599437594413757,0.16589966416358948
60,[64],0.6,0.0005,32,40,14.467708515345942,0.903148995292739,22.457234814153203,0.6831560010786779,24.68569033354672,0.2322045907699587,4.510057332356771,1.9851354712458742,17,0.0781506597995758,0.16674427688121796,0.1667197197675705
60,[64],0.7,0.0005,32,40,15.044709210840447,0.8952697294125869,22.597723863421344,0.6791793453436387,24.843569952398433,0.22235217186804257,5.151664713541667,2.0805021596342446,14,0.08469302952289581,0.17012065649032593,0.16881223022937775
60,[64],0.8,0.0005,32,40,15.878761807548509,0.8833357219787104,22.782457825751912,0.67391255656402,24.92197411405781,0.2174360478585582,4.754655110677083,2.02356754641875,12,0.09386540204286575,0.17272421717643738,0.17158357799053192
60,[48],0.4,0.0005,32,40,14.914553976732972,0.8970739822441093,22.596679246564435,0.6792090055802049,24.802915947858878,0.22489517445756735,4.351477457682292,1.965247882184127,13,0.07441604137420654,0.1716298758983612,0.16879665851593018
60,[48],0.5,0.0005,32,40,14.779549637562438,0.8989288911084468,22.49799623571929,0.6820047700625851,24.805760722725296,0.22471736268877862,6.140543131510417,2.225485393140649,15,0.07644186168909073,0.16759085655212402,0.16732551157474518
60,[48],0.6,0.0005,32,40,14.77501103049204,0.8989909568177403,22.54823761270277,0.6805829227983917,24.777980649553367,0.2264528747513227,5.046755533854166,2.0664763606927776,18,0.08084505051374435,0.16818316280841827,0.16807371377944946
60,[48],0.7,0.0005,32,40,17.160472010850818,0.8637416617466062,23.091354828374453,0.6650100673401551,25.102603129154158,0.20605123493624966,4.68532177734375,2.0226109122891622,11,0.0907408818602562,0.18146471679210663,0.17626801133155823
60,[48],0.8,0.0005,32,40,17.106085777787165,0.8646039730701844,23.397169002326795,0.6560783228183498,25.43448386351336,0.1849189136377858,7.42719677734375,2.4126845727223216,12,0.11020176857709885,0.18503820896148682,0.180967777967453
