Seq,Unit,Dropout,LR,Batch Size,Epoch,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
1,"[8, 4]",0.1,0.005,32,17,114.07967591,16.60045915,5.77938013,0.01955295,0.86861848,15.44327825,4.48727046,0.01008427,0.23330234
1,"[8, 4]",0.1,0.01,32,11,69.0622282,17.63918445,7.62052295,0.0227425,0.85166245,15.63025971,4.36779129,0.00989278,0.21462416
1,"[8, 4]",0.4,0.005,32,10,71.18272161,21.03953058,9.83400574,0.0258565,0.78895932,15.6052185,4.86191809,0.01059339,0.21713864
1,"[8, 4]",0.4,0.01,32,9,60.58067274,23.03479509,13.31165499,0.03236267,0.74703363,17.11310899,8.454498,0.01614138,0.0585376
1,"[8, 4]",0.2,0.005,32,17,117.58376503,17.3056458,6.42907055,0.02055015,0.85721923,15.61223768,5.02732466,0.01091678,0.21643423
1,"[8, 4]",0.2,0.01,32,8,58.3309896,18.95720494,8.23799636,0.02379259,0.82866634,15.92566459,6.14446608,0.01262653,0.18465713
1,"[8, 4]",0.6,0.005,32,17,103.38852644,23.16082333,12.27317762,0.03020636,0.74425799,16.76108779,7.93696564,0.01529421,0.0968715
1,"[8, 4]",0.6,0.01,32,14,94.25808454,22.53709433,10.92858283,0.02798587,0.75784696,16.25280916,5.29750854,0.01133761,0.15081558
1,"[8, 4]",0.0,0.005,32,13,82.71760821,16.15453317,4.43814706,0.01726337,0.87558209,16.02653162,5.51909963,0.0116994,0.17429629
1,"[8, 4]",0.0,0.01,32,9,52.92953777,16.78560739,5.73396482,0.01944999,0.86567149,16.22375602,6.21020897,0.0127049,0.15384883
1,[32],0.1,0.005,32,31,148.60464549,15.01416611,4.46603603,0.01601973,0.89252771,15.55030902,5.25168467,0.01127656,0.2226382
1,[32],0.1,0.01,32,12,59.38392663,16.04330354,4.71170969,0.01762197,0.87728951,16.05340109,5.22708965,0.01124927,0.17152528
1,[32],0.4,0.005,32,9,43.73892093,18.36780028,8.41550961,0.02420386,0.8391547,15.76456402,6.37294123,0.01293009,0.20106936
1,[32],0.4,0.01,32,23,109.14171553,20.21165192,11.24484276,0.02890585,0.80524092,15.83228985,4.77806046,0.01058387,0.19419008
1,[32],0.2,0.005,32,18,86.81410027,16.23677879,5.60013145,0.01892417,0.874312,15.35186228,4.79085277,0.01055309,0.24235235
1,[32],0.2,0.01,32,10,49.52276635,17.64016709,7.52678671,0.02269332,0.85164593,15.8343394,5.59026136,0.01175252,0.19398143
1,[32],0.6,0.005,32,6,29.66776514,19.87927369,9.92680043,0.02649877,0.81159383,16.54523746,6.99285841,0.0139139,0.11998281
1,[32],0.6,0.01,32,8,39.21218491,21.25335936,11.0465136,0.02821768,0.78464783,16.52104388,6.01933038,0.01244437,0.12255457
1,[32],0.0,0.005,32,24,109.59065795,14.90954562,4.17683369,0.01557444,0.89402025,15.70683307,4.73039873,0.01050411,0.20691013
1,[32],0.0,0.01,32,7,33.06650591,16.7873456,5.53769734,0.01911559,0.86564367,16.1344052,6.91698249,0.01377329,0.16314336
1,"[128, 64]",0.1,0.005,32,23,141.63931894,14.06511634,4.1523427,0.0138308,0.90568501,15.54333738,4.42270572,0.01001501,0.22333507
1,"[128, 64]",0.1,0.01,32,18,111.0537684,14.00815142,4.35313929,0.01409717,0.90644743,16.86548681,5.83357086,0.01216615,0.08558591
1,"[128, 64]",0.4,0.005,32,19,128.33830357,15.78991058,4.42430391,0.01707598,0.88113516,15.6904395,5.15523795,0.01113737,0.20856479
