Seq,Unit,Dropout,LR,Batch Size,Epoch,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
6,"[64, 32]",0.0,0.002,32,17,107.15635395,16.15414177,4.15696963,0.01699538,0.87558068,14.99284929,3.65558135,0.00883017,0.27848543
6,"[64, 32]",0.0,0.004,32,15,86.90738916,15.991501,4.12309654,0.01692094,0.87807339,15.05559969,3.95438365,0.00928383,0.2724332
12,"[16, 8]",0.6,0.002,32,7,47.08232784,19.8496929,9.28225293,0.02473524,0.81211148,15.50634384,5.03222419,0.01088371,0.23057757
12,"[16, 8]",0.6,0.004,32,6,36.60690999,21.05909765,9.96289098,0.02555491,0.7885186,16.4673897,7.59076691,0.01477052,0.13224815
12,"[16, 8]",0.0,0.002,32,15,81.03753543,16.43841949,5.57861971,0.01933206,0.87114158,15.00671407,3.77443678,0.00900735,0.27936187
12,"[16, 8]",0.0,0.004,32,12,69.37303805,16.36386342,4.96605811,0.01824853,0.8723078,14.95896823,4.11983937,0.0095279,0.28394018
12,[128],0.6,0.002,32,12,54.5137949,16.57055156,5.13387019,0.01852164,0.86906173,14.97358141,3.04081582,0.0078929,0.28254048
12,[128],0.6,0.004,32,9,43.52617192,16.79568135,5.2486271,0.01878599,0.86547967,15.11089069,4.38751069,0.00994306,0.2693218
12,[128],0.0,0.002,32,11,46.82862115,16.38589636,4.64503284,0.01776386,0.87196371,14.96989027,3.11536088,0.0079817,0.28289416
12,[128],0.0,0.004,32,17,71.92248011,15.96488107,5.39223979,0.01876971,0.87845865,15.00950874,3.86475365,0.00914953,0.27909344
12,"[32, 16]",0.6,0.002,32,8,49.76674581,17.49961604,6.46139975,0.02056259,0.85396744,15.09439143,3.31799956,0.00833289,0.27091655
12,"[32, 16]",0.6,0.004,32,6,37.1439364,20.46557114,9.8100156,0.02548288,0.80027133,16.60114783,7.601925,0.01475969,0.11809408
12,"[32, 16]",0.0,0.002,32,11,59.2263422,16.35316144,5.01981432,0.01840682,0.87247477,15.01261194,3.87128521,0.00915681,0.27879531
12,"[32, 16]",0.0,0.004,32,11,58.90339684,16.34123401,4.88541189,0.01816212,0.87266073,14.99738383,3.82394261,0.00907509,0.28025768
12,[64],0.6,0.002,32,17,73.92259884,18.26861378,8.24576282,0.02419942,0.84085102,15.00158758,3.08128769,0.0079648,0.27985414
